ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
56CE7B7B2A7468C7,classic_bike,2024-06-13 11:07:50.312,2024-06-13 11:15:21.057,E 16 St & Irving Pl,5938.11,E 30 St & Park Ave S,6206.08,40.735367055605394,-73.98797392845154,40.74444921,-73.98303529,member
8848C69E6F31CCCD,electric_bike,2024-06-13 20:43:39.018,2024-06-13 20:55:50.382,Central Park West & W 72 St,7141.07,E 47 St & 2 Ave,6498.10,40.775756598,-73.975881457,40.75323098,-73.97032517,member
2CFF68E5DFD8F3D3,electric_bike,2024-06-03 08:02:28.155,2024-06-03 08:07:24.566,31 St & Newtown Ave,6923.20,27 Ave & 3 St,7132.08,40.767427802,-73.921124101,40.77485,-73.9342,member
31CAADC7E9EB0BD0,electric_bike,2024-06-11 16:45:21.306,2024-06-11 16:48:28.315,Metropolitan Ave & Bedford Ave,5308.04,Broadway & Berry St,5164.05,40.715343595,-73.960129023,40.71036129922581,-73.96530389785767,member
5911607BF719CBAA,electric_bike,2024-06-14 08:10:37.775,2024-06-14 08:25:41.334,12 Ave & W 40 St,6765.01,E 56 St & 3 Ave,6691.11,40.760901809,-74.002841234,40.75934501,-73.96759673,member
3EBC5F7D5846C34E,electric_bike,2024-06-11 18:27:43.596,2024-06-11 18:46:38.477,Orchard St & Grand St,5343.11,India St Pier,5794.05,40.717486143,-73.990501642,40.731734785883454,-73.9612390102593,member
D2508250B85BA0EC,electric_bike,2024-06-08 19:23:38.520,2024-06-08 19:34:28.197,6 Ave & 12 St,3803.05,7 Ave & Park Pl,4125.07,40.666491866,-73.985263705,40.6776147,-73.97324283,member
BAC381C72A220A1F,electric_bike,2024-06-06 09:05:18.731,2024-06-06 09:15:33.501,W 50 St & 10 Ave,6890.06,E 56 St & 3 Ave,6691.11,40.764772415,-73.992015243,40.75934501,-73.96759673,member
4C193585DDD5342F,electric_bike,2024-06-11 08:01:43.795,2024-06-11 08:31:55.029,Clinton St & Joralemon St,4605.04,E 51 St & 2 Ave,6575.03,40.692506671,-73.99305284,40.755293,-73.967641,member
8D644CC9C147A0E1,electric_bike,2024-06-14 08:15:53.709,2024-06-14 08:46:08.090,Clinton St & Joralemon St,4605.04,E 51 St & 2 Ave,6575.03,40.692457438,-73.992950797,40.755293,-73.967641,member
5F250C65AB230CEE,electric_bike,2024-06-12 07:07:32.110,2024-06-12 07:19:22.247,Orchard St & Grand St,5343.11,Union Ave & Wallabout St,4818.03,40.717321754,-73.990559459,40.70029511,-73.95032283,member
A617AB31238919C0,electric_bike,2024-06-04 20:41:25.094,2024-06-04 21:01:24.055,Orchard St & Grand St,5343.11,Greenpoint Ave & West St,5752.09,40.717316508,-73.990523934,40.729803,-73.959099,casual
924E2EB5855E28DB,electric_bike,2024-06-13 08:49:04.529,2024-06-13 09:04:38.752,Union St & Bedford Ave,3879.04,Dahill Rd & 12 Ave,3208.07,40.669379115,-73.955248475,40.646037,-73.980963,casual
A0D50B7D2A91D913,classic_bike,2024-06-08 13:03:52.528,2024-06-08 13:10:50.899,Stagg St & Union Ave,5117.05,Powers St & Olive St,5210.01,40.70877084,-73.95095259,40.71323,-73.93894,member
1923DE37FF228309,electric_bike,2024-06-10 16:24:35.479,2024-06-10 16:40:56.855,Ave C & E 16 St,5769.06,Pike St & Monroe St,5159.04,40.729797482,-73.974557281,40.71173107,-73.99193043,member
BDD8CA060460BBD0,classic_bike,2024-06-12 15:21:02.184,2024-06-12 15:22:03.114,Watts St & Greenwich St,5578.02,Washington St & Laight St,5509.02,40.72405549,-74.00965965,40.72231,-74.0106,member
86332D7409523AE8,electric_bike,2024-06-03 12:35:32.676,2024-06-03 12:39:29.154,Underhill Ave & Lincoln Pl,4042.08,7 Ave & Park Pl,4125.07,40.673810124,-73.967248917,40.6776147,-73.97324283,member
50D5CE03C35CD25C,electric_bike,2024-06-10 14:20:35.023,2024-06-10 14:51:53.393,Prospect Ave & E 151 St,7830.03,E 89 St & York Ave,7204.08,40.814213514,-73.903893471,40.7779453,-73.946041,member
767284331C06DF1F,classic_bike,2024-06-04 20:16:45.470,2024-06-04 20:17:58.987,Watts St & Greenwich St,5578.02,Washington St & Laight St,5509.02,40.72405549,-74.00965965,40.72231,-74.0106,member
45F9FCE9294695DC,electric_bike,2024-06-04 16:00:39.189,2024-06-04 16:12:34.116,Stagg St & Union Ave,5117.05,Henry St & Grand St,5294.04,40.708783627,-73.950961113,40.714211,-73.981095,member
AF5FD8719A954334,electric_bike,2024-06-05 18:06:21.383,2024-06-05 18:13:25.266,Stagg St & Union Ave,5117.05,Greenpoint Ave & West St,5752.09,40.708737731,-73.950948596,40.729803,-73.959099,member
3D6684B5F0B04F12,electric_bike,2024-06-07 11:33:07.818,2024-06-07 11:58:14.592,Berry St & N 8 St,5379.09,7 Ave & Park Pl,4125.07,40.719070435,-73.95869863,40.6776147,-73.97324283,member
3622015CCD794576,electric_bike,2024-06-14 14:22:34.458,2024-06-14 14:27:33.673,Berry St & N 8 St,5379.09,Greenpoint Ave & West St,5752.09,40.718931079,-73.958696842,40.729803,-73.959099,member
4E86BBEB6A4104DF,classic_bike,2024-06-04 12:35:21.317,2024-06-04 12:40:40.058,Berry St & N 8 St,5379.09,Greenpoint Ave & West St,5752.09,40.7190095,-73.95852515,40.729803,-73.959099,member
15FB20426BBE5B81,electric_bike,2024-06-12 19:46:42.649,2024-06-12 19:52:38.027,Central Park West & W 76 St,7253.04,W 87 St & West End Ave,7484.05,40.778821468,-73.973872662,40.789622,-73.97757,member
669946B8492A2C9A,classic_bike,2024-06-01 11:18:27.596,2024-06-01 11:21:48.253,E 58 St & 1 Ave (NW Corner),6723.10,E 51 St & 2 Ave,6575.03,40.759125,-73.962658,40.755293,-73.967641,member
ED41CADD4C164342,electric_bike,2024-06-01 08:58:11.932,2024-06-01 09:00:30.614,E 58 St & 1 Ave (NW Corner),6723.10,E 51 St & 2 Ave,6575.03,40.759306073,-73.963303804,40.755293,-73.967641,member
1BC1DE48867DE609,electric_bike,2024-06-10 19:21:29.715,2024-06-10 19:30:22.080,E 58 St & 1 Ave (NW Corner),6723.10,E 47 St & 2 Ave,6498.10,40.759286046,-73.963051081,40.75323098,-73.97032517,casual
5C02731C431B1B11,electric_bike,2024-06-08 19:01:40.518,2024-06-08 19:29:23.642,Bergen St & Kingston Ave,4089.01,India St Pier,5794.05,40.675559998,-73.941317677,40.731734785883454,-73.9612390102593,casual
9B940CD5F390C3AA,electric_bike,2024-06-14 06:28:48.999,2024-06-14 06:33:55.373,W 43 St & 10 Ave,6756.01,W 55 St & 6 Ave,6809.09,40.760158539,-73.994541168,40.763189,-73.978434,casual
7AAB23212DD59BBE,electric_bike,2024-06-09 20:05:06.392,2024-06-09 20:19:07.472,E 58 St & 1 Ave (NW Corner),6723.10,E 85 St & 3 Ave,7212.05,40.77811871666667,-73.9546728,40.77801203,-73.95407149,casual
436CA55947F1D92B,classic_bike,2024-06-12 08:54:07.304,2024-06-12 09:11:35.019,W 43 St & 10 Ave,6756.01,E 51 St & 2 Ave,6575.03,40.76009437,-73.99461843,40.755293,-73.967641,member
D11F121F1807CDE3,electric_bike,2024-06-13 17:28:24.891,2024-06-13 17:34:01.670,Berry St & N 8 St,5379.09,India St Pier,5794.05,40.719026327,-73.95849359,40.731734785883454,-73.9612390102593,member
4403A28B3CE5F512,classic_bike,2024-06-04 23:54:14.308,2024-06-04 23:58:02.790,E 58 St & 1 Ave (NW Corner),6723.10,E 51 St & 2 Ave,6575.03,40.759125,-73.962658,40.755293,-73.967641,member
18B0DB2B51FD7561,classic_bike,2024-06-03 12:21:44.657,2024-06-03 12:28:49.894,Berry St & N 8 St,5379.09,Greenpoint Ave & West St,5752.09,40.7190095,-73.95852515,40.729803,-73.959099,member
EF381F069CA00558,electric_bike,2024-06-09 13:38:40.948,2024-06-09 14:35:32.919,E 58 St & 1 Ave (NW Corner),6723.10,Greenpoint Ave & West St,5752.09,40.759248495,-73.96317935,40.729803,-73.959099,member
928A3360DCFB8CD1,classic_bike,2024-06-14 15:28:41.329,2024-06-14 16:02:58.046,E 44 St & 2 Ave,6422.09,Pike St & Monroe St,5159.04,40.75118387463277,-73.97138714790344,40.71173107,-73.99193043,member
44359488ADB357C1,electric_bike,2024-06-13 12:33:04.194,2024-06-13 12:39:39.476,E 58 St & 1 Ave (NW Corner),6723.10,E 47 St & 2 Ave,6498.10,40.759189487,-73.962713242,40.75323098,-73.97032517,member
445D6A2D8B722673,classic_bike,2024-06-13 08:40:02.349,2024-06-13 08:42:06.654,E 58 St & 1 Ave (NW Corner),6723.10,E 56 St & 3 Ave,6691.11,40.759125,-73.962658,40.75934501,-73.96759673,member
0FAFCC0DC36FF392,classic_bike,2024-06-02 14:19:46.146,2024-06-02 14:42:23.262,Berry St & N 8 St,5379.09,India St Pier,5794.05,40.7190095,-73.95852515,40.731734785883454,-73.9612390102593,member
EAE95ACFCB28EC43,classic_bike,2024-06-02 21:48:03.166,2024-06-02 21:54:06.922,Berry St & N 8 St,5379.09,Greenpoint Ave & West St,5752.09,40.7190095,-73.95852515,40.729803,-73.959099,casual
9E20199317D10C9A,electric_bike,2024-06-13 20:37:34.148,2024-06-13 20:45:25.770,Berry St & N 8 St,5379.09,Greenpoint Ave & West St,5752.09,40.718920231,-73.958644629,40.729803,-73.959099,casual
E99C4E446C3D36CE,electric_bike,2024-06-04 14:40:10.700,2024-06-04 14:51:48.031,W 43 St & 10 Ave,6756.01,W 84 St & Columbus Ave,7382.04,40.76023972,-73.994407177,40.78499979,-73.97283406,member
FB1F4C8860DA7A9B,electric_bike,2024-06-11 17:05:01.479,2024-06-11 17:10:01.436,E 58 St & 1 Ave (NW Corner),6723.10,E 47 St & 2 Ave,6498.10,40.759166598,-73.962827921,40.75323098,-73.97032517,member
85A675372230B60E,classic_bike,2024-06-12 19:22:10.669,2024-06-12 19:30:00.725,Berry St & N 8 St,5379.09,India St Pier,5794.05,40.7190095,-73.95852515,40.731734785883454,-73.9612390102593,member
57E3EBBB5709CBD2,electric_bike,2024-06-02 02:51:48.376,2024-06-02 03:11:22.460,W 26 St & 10 Ave,6382.05,E 47 St & 2 Ave,6498.10,40.749783278,-74.003155589,40.75323098,-73.97032517,member
C045A2BE88826A89,classic_bike,2024-06-13 10:18:14.212,2024-06-13 10:23:56.477,E 58 St & 1 Ave (NW Corner),6723.10,E 51 St & 2 Ave,6575.03,40.759125,-73.962658,40.755293,-73.967641,member
E4208D382886A38C,electric_bike,2024-06-09 09:45:15.717,2024-06-09 10:00:38.222,Ave C & E 16 St,5769.06,Broadway & Berry St,5164.05,40.729802251,-73.974548817,40.71036129922581,-73.96530389785767,member
53E9FD0DF73B3B65,electric_bike,2024-06-07 08:03:17.279,2024-06-07 08:04:52.168,North Moore St & Greenwich St,5470.12,Washington St & Laight St,5509.02,40.7202456,-74.010267973,40.72231,-74.0106,member
4AAA84B2777DA687,electric_bike,2024-06-08 20:01:47.682,2024-06-08 20:16:06.746,W Broadway & Spring St,5569.06,Broadway & Berry St,5164.05,40.724974513,-74.001452446,40.71036129922581,-73.96530389785767,member
F0070105EF8B20DB,classic_bike,2024-06-14 10:12:50.771,2024-06-14 10:14:00.750,Watts St & Greenwich St,5578.02,Washington St & Laight St,5509.02,40.72405549,-74.00965965,40.72231,-74.0106,member
713C8437D81208A0,classic_bike,2024-06-14 10:18:08.302,2024-06-14 10:19:15.667,Watts St & Greenwich St,5578.02,Washington St & Laight St,5509.02,40.72405549,-74.00965965,40.72231,-74.0106,member
C82A0944B14CC28B,electric_bike,2024-06-10 19:10:33.197,2024-06-10 19:41:35.365,North Moore St & Greenwich St,5470.12,E 51 St & 2 Ave,6575.03,40.720132232,-74.010337472,40.755293,-73.967641,member
01F92FCA876763E0,classic_bike,2024-06-13 08:36:30.945,2024-06-13 09:00:25.457,Ave A & E 11 St,5703.13,W 55 St & 6 Ave,6809.09,40.72854745023944,-73.98175925016403,40.763189,-73.978434,member
1CAE26E5D624F9C1,classic_bike,2024-06-10 08:45:12.533,2024-06-10 08:49:55.601,Underhill Ave & Lincoln Pl,4042.08,7 Ave & Park Pl,4125.07,40.6740123,-73.9671457,40.6776147,-73.97324283,member
261911001ABC794F,classic_bike,2024-06-04 10:06:09.616,2024-06-04 10:09:10.061,Underhill Ave & Lincoln Pl,4042.08,7 Ave & Park Pl,4125.07,40.6740123,-73.9671457,40.6776147,-73.97324283,member
